ID,Name,Nationality,Club,Preferred Foot,Work Rate
112244,J. Plašil,Czech Republic,FC Girondins de Bordeaux,Right,Medium/ Medium
200309,T. Darikwa,Zimbabwe,Nottingham Forest,Right,High/ Medium
224885,Guilherme Sityá,Brazil,Jagiellonia Białystok,Left,High/ High
193909,Escassi,Spain,CD Numancia,Right,Medium/ Medium
204406,G. Achilier,Ecuador,Monarcas Morelia,Right,Medium/ Medium
142454,Verza,Spain,CF Rayo Majadahonda,Right,Low/ Medium
193910,A. Forshaw,England,Leeds United,Right,Medium/ Medium
214135,J. Quiñones,Colombia,Deportes Tolima,Right,Medium/ Medium
215159,W. Camacho,Uruguay,Rosario Central,Left,Medium/ Medium
156535,T. Buffel,Belgium,SV Zulte-Waregem,Right,Medium/ Low
164471,Xisco,Spain,CA Osasuna,Right,Medium/ Medium
230263,Adeilson Gesser,Brazil,Bahia,Left,Medium/ Medium
193143,Roderick Miranda,Portugal,Olympiacos CFP,Right,Medium/ Medium
197240,N. Besara,Sweden,Örebro SK,Right,High/ Medium
204920,D. Zbozień,Poland,Arka Gdynia,Right,High/ Medium
214392,J. Cuero,Colombia,América de Cali,Left,Medium/ Medium
222840,R. Coly,Senegal,OGC Nice,Left,Medium/ Medium
208505,R. Zozulya,Ukraine,Albacete BP,Right,High/ High
225145,R. Mphahlele,South Africa,Kaizer Chiefs,Right,Medium/ Medium
169593,K. Lee,England,Sheffield Wednesday,Right,High/ Medium
189561,B. Koita,France,Kasimpaşa SK,Right,Medium/ Low
230266,Heltinho Melo,Brazil,Atlético Paranaense,Right,High/ Low
230522,Nascimentardo,Brazil,Ceará Sporting Club,Right,Medium/ Low
173434,P. Barrera,Mexico,U.N.A.M.,Right,Medium/ Low
205691,R. Pucino,Italy,US Salernitana 1919,Right,High/ Medium
210555,Miguel Rodrigues,Portugal,Rio Ave FC,Right,Medium/ Medium
218747,C. Pinares,Chile,Colo-Colo,Left,High/ Low
193147,A. Gonçalves,France,RC Strasbourg Alsace,Right,High/ High
194171,K. Musona,Zimbabwe,RSC Anderlecht,Right,Medium/ Low
203388,Tiago,Brazil,Jeonbuk Hyundai Motors,Left,High/ Low
221564,N. Leiva,Spain,Olympiacos CFP,Right,Medium/ Medium
211325,A. Schiavone,Italy,Venezia FC,Right,Medium/ High
177533,Manuel da Costa,Morocco,Medipol Başakşehir FK,Right,Medium/ High
190589,S. Hierländer,Austria,SK Sturm Graz,Right,Medium/ Medium
138110,Bruno Alves,Portugal,Parma,Right,Medium/ Medium
210814,J. Velázquez,Argentina,Club Tijuana,Right,Low/ High
212607,M. Chanot,Luxembourg,New York City FC,Right,Medium/ Medium
220031,O. McBurnie,Scotland,Swansea City,Right,High/ Medium
169343,M. Madl,Austria,FK Austria Wien,Right,Medium/ High
142720,C. Araujo,Argentina,Club Atlético Huracán,Right,Medium/ Medium
211840,M. Hartmann,Germany,SG Dynamo Dresden,Right,Medium/ Medium
179840,M. Spiranovic,Australia,Perth Glory,Right,Medium/ Medium
181120,Chong Te Se,Korea DPR,Shimizu S-Pulse,Right,High/ Medium
192128,M. Albornoz,Chile,Hannover 96,Left,Medium/ Low
200065,A. Nukan,Turkey,RB Leipzig,Left,Medium/ High
158849,L. Szukała,Poland,MKE Ankaragücü,Right,Low/ High
214146,E. Perlaza,Colombia,Independiente Medellín,Right,Medium/ Medium
215938,M. Dal Hende,Denmark,FC Midtjylland,Left,High/ High
230275,Emerson Avintes,Brazil,Chapecoense,Right,Medium/ Medium
230531,Saberto Botelho,Brazil,Atlético Paranaense,Right,Medium/ Medium
236164,Martin Cordeia,Brazil,Internacional,Right,Medium/ Medium
222598,Nélson Monte,Portugal,Rio Ave FC,Right,Medium/ Medium
214919,D. Rojas,Chile,Universidad Católica,Left,Medium/ Medium
236935,H. Wolf,Austria,FC Red Bull Salzburg,Left,Medium/ Medium
214409,E. Videla,Argentina,Club Atlético Aldosivi,Right,Medium/ High
158089,P. Ledesma,Argentina,Patronato,Right,Medium/ Medium
233097,R. van Drongelen,Netherlands,Hamburger SV,Left,Medium/ Medium
234889,F. Jensen,Finland,FC Augsburg,Right,High/ High
234122,Artur,Brazil,Columbus Crew SC,Right,Medium/ Medium
194956,Edgar Costa,Portugal,Clube Sport Marítimo,Right,High/ High
215437,D. Fisher,England,Preston North End,Right,Medium/ High
155533,L. Clarke,England,Sheffield United,Right,Medium/ Medium
186253,T. Hubočan,Slovakia,Olympique de Marseille,Right,Medium/ Medium
190093,Dani Castellano,Spain,UD Las Palmas,Left,High/ Medium
190094,Javi Castellano,Spain,UD Las Palmas,Right,Low/ High
204687,P. Olkowski,Poland,Bolton Wanderers,Right,Medium/ Medium
150415,M. Caligiuri,Germany,SpVgg Greuther Fürth,Right,Low/ Medium
236175,Marlion Rolim,Brazil,Cruzeiro,Right,Medium/ Medium
204688,S. Schwab,Austria,SK Rapid Wien,Left,Medium/ Medium
224656,O. Aina,Nigeria,Torino,Right,High/ Medium
225680,A. Mina,Ecuador,Yeni Malatyaspor,Right,High/ Medium
215441,S. Guirassy,France,1. FC Köln,Right,Medium/ Low
223633,L. Paqarada,Kosovo,SV Sandhausen,Left,High/ Medium
199570,J. Sánchez,Mexico,Guadalajara,Right,Medium/ Medium
205970,J. Wallace,England,Millwall,Right,Medium/ Medium
207762,Jota,Portugal,CD Nacional,Right,Medium/ Medium
224146,Jesús Imaz,Spain,Wisła Kraków,Right,High/ Medium
238227,K. Diatta,Senegal,Club Brugge KV,Right,High/ Medium
193683,X. Chavalerin,France,Stade de Reims,Left,Medium/ Medium
199060,G. Tzavellas,Greece,Alanyaspor,Left,Medium/ Medium
201876,O. Omoijuanfo,Norway,Stabæk Fotball,Right,High/ Low
230292,Eltildo Bessa,Brazil,Paraná,Left,High/ Low
193172,B. Marshall,England,Norwich City,Right,Medium/ Medium
194964,N. Mendez-Laing,England,Cardiff City,Right,High/ Medium
202646,Álex Martínez,Spain,Granada CF,Left,High/ Medium
208790,Z. Bakkali,Belgium,RSC Anderlecht,Right,Medium/ Low
162198,G. Gimbert,France,AC Ajaccio,Right,Medium/ Medium
229782,M. Gajić,Serbia,FC Girondins de Bordeaux,Right,Medium/ Medium
176790,S. Aigner,Germany,KFC Uerdingen 05,Right,Medium/ Medium
229271,P. Köpke,Germany,Hertha BSC,Right,High/ Medium
192663,F. Klos,Germany,DSC Arminia Bielefeld,Right,High/ High
201368,K. McLean,Scotland,Norwich City,Left,High/ High
184472,M. Olsson,Sweden,Swansea City,Left,High/ Medium
202905,C. Nyman,Sweden,Eintracht Braunschweig,Right,High/ High
228761,O. Estupiñán,Colombia,Vitória Guimarães,Left,Medium/ Medium
198810,B. Wright,Australia,Bristol City,Right,Medium/ Medium
220570,J. Bednarek,Poland,Southampton,Right,Medium/ Medium
184218,L. Vibe,Denmark,Changchun Yatai FC,Right,High/ High
205212,David Ferreiro,Spain,SD Huesca,Right,High/ Medium
137373,M. Gobbi,Italy,Parma,Left,Medium/ High
220061,N. Gyömbér,Slovakia,Perugia,Right,Medium/ Medium
236189,Túlio Sandoiro,Brazil,América FC (Minas Gerais),Right,Medium/ Medium
176029,Hélder Barbosa,Portugal,Akhisar Belediyespor,Left,Medium/ High
179613,B. Sako,Mali,West Bromwich Albion,Left,High/ Medium
51101,M. Domizzi,Italy,Venezia FC,Left,Medium/ Medium
183453,P. Oniangué,Congo,Stade Malherbe Caen,Right,Medium/ Medium
212382,P. Onuachu,Nigeria,FC Midtjylland,Right,High/ Medium
52126,F. Balmont,France,Dijon FCO,Right,Medium/ High
184990,Antoñito,Spain,Real Valladolid CF,Right,High/ Medium
194718,A. Baby,Senegal,Royal Antwerp FC,Left,Medium/ High
215455,B. Petković,Croatia,Dinamo Zagreb,Right,High/ High
193695,Nélson Lenho,Portugal,CD Aves,Left,Medium/ Medium
214944,Gumbau,Spain,CD Leganés,Left,Medium/ Medium
220064,C. Aboagye,Ghana,Club Atlas,Right,Medium/ Medium
223136,Y. Erdoğan,Turkey,Bursaspor,Left,High/ Medium
164256,Paulinho,Brazil,US Cremonese,Right,High/ Low
216481,J. Cooper,England,Millwall,Left,Medium/ Medium
193185,S. Malone,England,Derby County,Left,High/ High
212130,M. Maloča,Croatia,SpVgg Greuther Fürth,Right,Medium/ High
182178,G. Berardi,Switzerland,Leeds United,Right,Medium/ High
201379,Samu García,Spain,Levante UD,Right,Medium/ Medium
177571,T. Derijck,Belgium,KAA Gent,Right,Medium/ High
202148,A. Khalili,Sweden,Kasimpaşa SK,Right,High/ Medium
140196,Y. Endo,Japan,Gamba Osaka,Right,High/ Medium
202149,E. Kaçe,Albania,Panathinaikos FC,Right,High/ High
240037,S. Plavšić,Serbia,Sparta Praha,Left,High/ Medium
219814,S. Klaiber,Netherlands,FC Utrecht,Right,High/ Medium
224422,J. Boga,Ivory Coast,Sassuolo,Right,High/ Low
194727,D. Contento,Germany,Fortuna Düsseldorf,Left,Medium/ Medium
102056,S. Padoin,Italy,Cagliari,Right,Medium/ Medium
199594,Paco Montañés,Spain,CD Tenerife,Right,High/ Medium
206506,T. Dingomé,France,Stade de Reims,Left,Medium/ Medium
211626,D. Kądzior,Poland,Dinamo Zagreb,Left,Medium/ Medium
223402,E. Taşdemir,Turkey,Bursaspor,Left,High/ Medium
190122,P. Coutts,Scotland,Sheffield United,Right,Medium/ Medium
187051,S. Privat,France,Valenciennes FC,Right,Medium/ Medium
231340,G. Montiel,Argentina,River Plate,Right,High/ Medium
228782,João Gamboa,Portugal,Clube Sport Marítimo,Right,Medium/ Medium
229294,A. Zhirov,Russia,SV Sandhausen,Left,Low/ High
203439,M. Tosetti,Switzerland,FC Thun,Right,Medium/ Medium
201136,M. Colin,France,Birmingham City,Right,High/ Medium
200113,F. Jozefzoon,Netherlands,Derby County,Right,Medium/ Medium
164529,D. Moor,United States,Toronto FC,Right,Medium/ Medium
124337,A. Turan,Turkey,Atiker Konyaspor,Right,Low/ High
193201,O. Bayram,Turkey,Galatasaray SK,Left,High/ Medium
211378,J. Irvine,Australia,Hull City,Right,High/ High
213938,D. Biraschi,Italy,Genoa,Right,Medium/ High
223922,A. Bouchalakis,Greece,Olympiacos CFP,Left,Medium/ Medium
211891,A. Voglsammer,Germany,DSC Arminia Bielefeld,Right,High/ High
221875,Son Jun Ho,Korea Republic,Jeonbuk Hyundai Motors,Right,High/ Medium
197300,A. El Said,Egypt,Al Ahli,Right,Medium/ Medium
208052,A. Yiadom,Ghana,Reading,Right,High/ Medium
199861,W. Sobota,Poland,FC St. Pauli,Right,High/ Medium
204213,I. Latovlevici,Romania,Bursaspor,Left,Medium/ Medium
159157,B. Leal,Chile,San Luis de Quillota,Right,Medium/ Medium
225206,K. Narey,Germany,Hamburger SV,Right,High/ Medium
166838,M. Pugh,England,Bournemouth,Right,High/ Medium
237238,S. McTominay,Scotland,Manchester United,Right,Medium/ Medium
220087,Fabrício Baiano,Brazil,Clube Sport Marítimo,Right,Medium/ Medium
186551,F. Navarro,Mexico,Club León,Right,High/ Medium
201145,M. Le Bihan,France,OGC Nice,Right,High/ Medium
223929,A. Leya Iseka,Belgium,Toulouse Football Club,Right,Medium/ Medium
180409,C. Gülselam,Turkey,Alanyaspor,Right,Medium/ High
186553,M. Rodríguez,Argentina,Universidad de Chile,Right,High/ Medium
189369,G. Litteri,Italy,Venezia FC,Right,High/ Low
220090,Raphael Rossi,Brazil,FC Sion,Right,Medium/ Medium
233147,R. Oshima,Japan,Kawasaki Frontale,Right,Medium/ Medium
172475,L. Bruins,Netherlands,Excelsior,Right,Medium/ Medium
202940,N. Kebano,DR Congo,Fulham,Right,High/ Medium
207805,L. Sadiku,Kosovo,Kasimpaşa SK,Right,Medium/ High
224189,Y. Barbet,France,Brentford,Left,Medium/ Medium
170941,Javi Moyano,Spain,Real Valladolid CF,Right,Medium/ High
198079,M. Büchel,Liechtenstein,Empoli,Left,Medium/ Medium
198335,B. Oviedo,Costa Rica,Sunderland,Left,High/ Medium
213439,J. Osorio,Canada,Toronto FC,Right,High/ Medium
230335,Wagner Orsinho,Brazil,Fluminense,Left,High/ Medium
231360,J. Elías,Argentina,Godoy Cruz,Right,Medium/ Medium
166080,Evandro,Brazil,Hull City,Right,Medium/ Medium
241856,Manu Morlanes,Spain,Villarreal CF,Right,Medium/ Medium
188352,K. Großkreutz,Germany,KFC Uerdingen 05,Right,High/ High
182209,M. Beevers,England,Bolton Wanderers,Left,Medium/ Medium
137410,D. Gastaldello,Italy,Brescia,Right,Medium/ Medium
211394,P. Faragò,Italy,Cagliari,Right,High/ Medium
221378,C. Ramírez,Colombia,Rionegro Águilas,Left,Medium/ Medium
226754,I. Bennacer,Algeria,Empoli,Left,Medium/ Medium
190658,O. Coulibaly,Mali,Panathinaikos FC,Right,High/ Medium
233411,C. Adjapong,Italy,Sassuolo,Right,Medium/ Medium
110019,Dorado,Spain,Rayo Vallecano,Left,Medium/ Medium
228804,A. De Sart,Belgium,Sint-Truidense VV,Right,Medium/ High
230340,Luisinho Conradi,Brazil,Atlético Mineiro,Left,Medium/ Medium
235717,B. Özcan,Turkey,VfB Stuttgart,Right,Medium/ Medium
206534,P. Bamford,England,Leeds United,Left,High/ Medium
213446,R. López,Mexico,Pachuca,Right,High/ Medium
220358,F. Monteseirín,Argentina,Club Atlético Lanús,Right,Low/ Medium
229574,A. Calabresi,Italy,Bologna,Right,Medium/ Medium
236998,J. Léa Siliki,France,Stade Rennais FC,Left,High/ Low
217287,J. De Sart,Belgium,KV Kortrijk,Right,Medium/ Medium
205256,K. Boli,France,Guizhou Hengfeng FC,Right,Medium/ High
221896,D. Avdijaj,Kosovo,Willem II,Right,High/ Medium
187337,G. Molins,Sweden,Malmö FF,Right,Medium/ High
200138,M. Hector,Jamaica,Sheffield Wednesday,Right,Medium/ Medium
207562,S. Andersson,Sweden,1. FC Union Berlin,Right,High/ Medium
142794,F. Erpen,Argentina,San Martín de San Juan,Right,Medium/ High
214986,F. Meza,Argentina,Colo-Colo,Right,Low/ High
227530,D. Lemos,Argentina,Patronato,Right,Low/ High
168650,Z. Kuzmanović,Serbia,FC Basel 1893,Right,Medium/ Medium
243402,Lisandro Semedo,Portugal,Fortuna Sittard,Right,Medium/ Low
224459,V. Salazar,Argentina,San Lorenzo de Almagro,Right,High/ Medium
188107,A. Diomande,Norway,Los Angeles FC,Right,Medium/ Medium
212428,A. Niane,Mali,Sporting de Charleroi,Right,Medium/ Low
242380,Stephen Eustáquio,Portugal,GD Chaves,Right,Medium/ Medium
224461,W. Montoya,Argentina,Cruz Azul,Right,Medium/ Medium
183245,Kadu,Brazil,Göztepe SK,Right,Medium/ Medium
229582,G. Mancini,Italy,Atalanta,Right,Low/ Medium
173518,T. Clarke,England,Preston North End,Right,Medium/ High
205008,Adryan,Brazil,FC Sion,Right,Medium/ Low
211920,M. Grüttner,Germany, SSV Jahn Regensburg,Right,High/ High
212944,J. Cevallos,Ecuador,Sporting Lokeren,Right,Medium/ Medium
236496,M. Guendouzi,France,Arsenal,Right,Medium/ High
177105,P. Ebert,Germany,SG Dynamo Dresden,Right,Medium/ High
210386,K. Peterson,Sweden,Heracles Almelo,Right,High/ Medium
186578,A. King,Wales,Leicester City,Right,Medium/ Medium
216275,P. Mwene,Austria,1. FSV Mainz 05,Right,High/ Medium
226515,Andrei Girotto,Brazil,FC Nantes,Right,Low/ High
225236,B. Kuscevic,Chile,Universidad Católica,Right,Medium/ Medium
232148,D. Sallói,Hungary,Sporting Kansas City,Right,High/ Medium
169941,Ukra,Portugal,Santa Clara,Right,Medium/ Medium
213718,B. Acosta,Costa Rica,SK Brann,Right,Medium/ High
230358,Tramontinaldo,Brazil,Atlético Paranaense,Right,Medium/ Medium
234966,S. Hernández,Colombia,Junior FC,Right,Medium/ Low
217047,A. Godoy,Panama,San Jose Earthquakes,Left,Medium/ Medium
186839,N. McGinn,Northern Ireland,Aberdeen,Right,Medium/ Medium
211672,T. Boyd,New Zealand,Vitória Guimarães,Right,Medium/ Medium
153048,M. Eikrem,Norway,Molde FK,Right,Medium/ Low
231128,H. Toledo,Argentina,Argentinos Juniors,Right,Medium/ Low
169432,M. Lacen,Algeria,Málaga CF,Left,Medium/ High
190424,E. Adu,Ghana,AIK,Right,Low/ Low
205529,L. Antei,Italy,Benevento,Right,Medium/ Medium
198874,Adriano,Brazil,Jeonbuk Hyundai Motors,Right,Medium/ Low
202458,N. Foor,Netherlands,Vitesse,Left,Medium/ High
234458,C. Quintana,Argentina,Club Atlético Talleres,Left,Low/ Medium
235226,Ângelo Neto,Brazil,Moreirense FC,Right,Medium/ Medium
199131,A. Tinnerholm,Sweden,New York City FC,Right,High/ High
229084,R. Herrera,Uruguay,Pachuca,Right,Medium/ Medium
163804,J. Féret,France,AJ Auxerre,Right,High/ Medium
234716,J. Attamah,Ghana,Medipol Başakşehir FK,Right,High/ Medium
239580,Bremer,Brazil,Torino,Right,Medium/ Medium
145117,Dorca,Spain,AD Alcorcón,Left,Medium/ High
158685,Defendi,Brazil,CD Aves,Left,Medium/ Medium
227293,Jonas,Brazil,Al Ittihad,Right,Medium/ High
176605,P. Armero,Colombia,América de Cali,Left,High/ Medium
201438,H. Van Der Bruggen,Belgium,KV Kortrijk,Right,Medium/ High
225502,K. Balanta,Colombia,Deportivo Cali,Right,Medium/ Medium
230366,Silvosinho,Brazil,Santos,Right,Medium/ Medium
230367,Tony Muttinho,Brazil,Paraná,Right,Medium/ Medium
202208,D. Petratos,Australia,Newcastle Jets,Right,High/ Medium
188128,Manu Barreiro,Spain,Gimnàstic de Tarragona,Right,Medium/ Medium
190432,Oier,Spain,CA Osasuna,Right,Medium/ Medium
226273,S. Davis,United States,New York Red Bulls,Right,Medium/ Medium
238305,Nacho Vidal,Spain,CA Osasuna,Right,High/ Medium
179681,M. Samudio,Paraguay,Querétaro,Left,Medium/ High
188385,M. Martin,France,Stade de Reims,Right,Medium/ Medium
142818,F. Cubero,Argentina,Vélez Sarsfield,Right,Low/ Medium
204771,R. Baca,Mexico,Cruz Azul,Right,High/ High
197860,Ivo Pinto,Portugal,Norwich City,Right,High/ Medium
210404,S. Doukara,France,Antalyaspor,Right,Medium/ Medium
234980,Y. Shakhov,Ukraine,PAOK,Right,High/ Medium
124388,O. Çek,Turkey,Kasimpaşa SK,Left,High/ Medium
227813,O. Zinchenko,Ukraine,Manchester City,Left,High/ Medium
238053,S. Limbombe,Belgium,KAA Gent,Right,High/ Medium
239845,K. Galanopoulos,Greece,AEK Athens,Right,Medium/ High
175589,Feng Xiaoting,China PR,Guangzhou Evergrande Taobao FC,Right,Medium/ High
244709,M. Jevtovic,Serbia,Atiker Konyaspor,Right,Medium/ High
198630,Arroyo,Spain,Albacete BP,Right,Medium/ Medium
226278,Xavier,Portugal,CD Tondela,Left,High/ Medium
228838,E. Remedi,Argentina,Atlanta United,Right,Medium/ High
187878,L. Mareček,Czech Republic,Sporting Lokeren,Right,Medium/ Medium
237799,K. Sugimoto,Japan,Cerezo Osaka,Right,High/ Medium
181479,A. Wilkinson,Australia,Sydney FC,Right,Medium/ High
184807,Mano,Portugal,Vitória de Setúbal,Right,High/ Medium
200424,B. Rienstra,Netherlands,SC Heerenveen,Right,Medium/ Medium
236264,P. Aquino,Peru,Club León,Right,Medium/ High
178152,R. Faty,Senegal,MKE Ankaragücü,Right,Medium/ High
200425,M. te Wierik,Netherlands,FC Groningen,Right,Medium/ Medium
137449,J. Callsen-Bracker,Germany,FC Augsburg,Right,Low/ Medium
191209,J. Isijara,Mexico,Santos Laguna,Right,High/ Medium
214506,R. Torres,Panama,Seattle Sounders FC,Right,Medium/ Medium
224490,M. Çelik,Turkey,LOSC Lille,Right,High/ Medium
163050,B. Sharp,England,Sheffield United,Right,Medium/ High
232938,T. Tomiyasu,Japan,Sint-Truidense VV,Right,Medium/ Medium
198379,G. Thorne,England,Derby County,Right,Medium/ Medium
200683,O. Rashid,Iraq,Santa Clara,Right,Medium/ Medium
212715,S. Palacios,Argentina,Pachuca,Right,Medium/ Low
235499,D. Benlamri,Algeria,Al Shabab,Right,Medium/ Medium
237548,O. Haddadi,Tunisia,Dijon FCO,Left,Medium/ Medium
244204,N. Katić,Croatia,Rangers FC,Right,Medium/ High
201965,S. Thern,Sweden,IFK Norrköping,Right,Medium/ Medium
206317,N. Bitton,Israel,Celtic,Right,Low/ Medium
201966,A. Søderlund,Norway,Rosenborg BK,Right,High/ High
210926,A. Ateef,Saudi Arabia,Al Hilal,Right,Medium/ Medium
216302,E. García,Mexico,Pachuca,Right,Medium/ High
238830,Alexandre Guedes,Portugal,Vitória Guimarães,Right,Medium/ Medium
134895,R. Hilbert,Germany,SpVgg Greuther Fürth,Right,High/ Medium
205551,Álvaro Lemos,Spain,UD Las Palmas,Right,High/ Medium
216815,Flávio,Brazil,CD Feirense,Right,Medium/ Medium
230383,Pombaxinho,Brazil,Vitória,Right,Medium/ High
192495,R. Sawyers,St Kitts Nevis,Brentford,Right,Low/ High
199152,D. Lekić,Serbia,Cádiz CF,Right,Medium/ Low
189680,Fábio,Brazil,FC Nantes,Right,High/ Medium
199409,Deivid,Spain,UD Las Palmas,Right,Medium/ Medium
172529,B. Hämäläinen,Denmark,SG Dynamo Dresden,Left,High/ High
198386,S. Dubarbier,Argentina,Deportivo de La Coruña,Left,High/ Medium
200434,L. Cavanda,Belgium,Standard de Liège,Right,High/ High
208114,Patrick,Brazil,Santa Clara,Right,Medium/ Medium
212466,C. Cisneros,Mexico,Guadalajara,Right,High/ Medium
220659,J. Brownhill,England,Bristol City,Right,Medium/ Medium
230387,Heitinho Zanon,Brazil,Bahia,Left,Medium/ Medium
237555,J. Bolingi,DR Congo,Royal Antwerp FC,Right,Medium/ High
205556,L. Krajnc,Slovenia,Frosinone,Left,Medium/ Medium
214772,N. Pasquini,Argentina,Club Atlético Lanús,Left,Medium/ Medium
232692,G. Acosta,Argentina,Atlético Tucumán,Right,Medium/ Medium
189172,Fidel,Spain,UD Las Palmas,Left,High/ Low
212470,M. Rodriguez,Uruguay,San Luis de Quillota,Left,Medium/ Medium
213750,K. Sema,Sweden,Watford,Left,Medium/ Medium
214006,Y. Candelo,Colombia,Atlético Nacional,Right,High/ Medium
223734,R. García Guerreño,Paraguay,Club Atlético Lanús,Right,Low/ Medium
225782,A. Maitland-Niles,England,Arsenal,Right,Medium/ Medium
191222,Unai Medina,Spain,CD Numancia,Right,Medium/ Medium
202487,Jair,Brazil,Newcastle Jets,Left,High/ Low
164855,J. Lynch,Wales,Queens Park Rangers,Left,Medium/ Medium
232183,C. Fai,Cameroon,Standard de Liège,Right,High/ High
234488,M. Rygaard,Denmark,FC Nordsjælland,Left,Medium/ Medium
237560,M. Djenepo,Mali,Standard de Liège,Right,Medium/ Medium
120312,M. Dawson,England,Nottingham Forest,Right,Medium/ High
219641,Cristian López,Spain,Angers SCO,Right,High/ Medium
220921,A. Esiti,Nigeria,KAA Gent,Right,Medium/ High
169978,R. Beerens,Netherlands,Vitesse,Right,High/ Low
226299,B. Róchez,Honduras,CD Nacional,Right,Medium/ Low
172283,Carlos Martínez,Spain,Real Oviedo,Right,High/ High
222204,Cao Yunding,China PR,Shanghai Greenland Shenhua FC,Right,High/ Low
223740,Eguaras,Spain,Real Zaragoza,Right,Medium/ Medium
198654,A. Kolomeytsev,Russia,Lokomotiv Moscow,Right,Medium/ Medium
195838,Crivellaro,Brazil,CD Feirense,Left,Medium/ Medium
209407,L. Lollo,Italy,Empoli,Right,High/ High
212223,S. Maguire,Republic of Ireland,Preston North End,Right,High/ Medium
162047,Zapater,Spain,Real Zaragoza,Right,Medium/ High
